┌──────────┬───────────────────────────────┬─────────────────────┬───────┬────────────────────────────┐
│ leads_id │             stage             │      timestamp      │ state │           reason           │
│ 68       │ discussion_success            │ 2020-12-28 15:43:10 │ 0     │ not interested             │
│ 69       │ leads_registered              │ 2020-12-15 12:05:07 │ 1     │                            │
│ 69       │ leads_qualification           │ 2020-12-18 15:47:18 │ 1     │                            │
│ 69       │ initial_communication_success │ 2020-12-21 13:54:57 │ 1     │                            │
│ 69       │ approach_success              │ 2020-12-22 17:09:40 │ 0     │ not answered               │
│ 70       │ leads_registered              │ 2020-12-15 15:14:56 │ 1     │                            │
│ 71       │ leads_registered              │ 2020-12-16 09:48:00 │ 1     │                            │
│ 71       │ leads_qualification           │ 2020-12-21 10:21:49 │ 1     │                            │
│ 71       │ initial_communication_success │ 2020-12-22 10:05:48 │ 1     │                            │
│ 71       │ approach_success              │ 2020-12-23 14:07:43 │ 1     │                            │
│ 71       │ discussion_success            │ 2020-12-28 10:25:35 │ 0     │ price not fit              │
│ 72       │ leads_registered              │ 2020-12-16 15:19:44 │ 1     │                            │
│ 72       │ leads_qualification           │ 2020-12-22 10:37:46 │ 1     │                            │
│ 72       │ initial_communication_success │ 2020-12-25 09:07:39 │ 1     │                            │
│ 72       │ approach_success              │ 2020-12-28 13:03:16 │ 1     │                            │
│ 72       │ discussion_success            │ 2020-12-31 12:46:33 │ 0     │ not interested             │
│ 73       │ leads_registered              │ 2020-12-16 17:40:41 │ 1     │                            │
│ 73       │ leads_qualification           │ 2020-12-21 16:42:13 │ 1     │                            │
│ 73       │ initial_communication_success │ 2020-12-22 12:00:36 │ 1     │                            │
│ 73       │ approach_success              │ 2020-12-23 13:52:54 │ 1     │                            │
│ 73       │ discussion_success            │ 2020-12-28 17:50:25 │ 1     │                            │
│ 73       │ offer_sent                    │ 2020-12-31 14:47:27 │ 1     │                            │
│ 73       │ quotation_recieved            │ 2021-01-04 09:07:11 │ 1     │                            │
│ 73       │ deal_won                      │ 2021-01-08 16:30:29 │ 1     │                            │
│ 74       │ leads_registered              │ 2020-12-17 14:54:06 │ 1     │                            │
│ 74       │ leads_qualification           │ 2020-12-21 12:34:52 │ 1     │                            │
│ 74       │ initial_communication_success │ 2020-12-24 14:56:23 │ 1     │                            │
│ 74       │ approach_success              │ 2020-12-25 10:47:30 │ 1     │                            │
│ 74       │ discussion_success            │ 2021-01-01 11:12:17 │ 1     │                            │
│ 74       │ offer_sent                    │ 2021-01-05 11:33:38 │ 1     │                            │
│ 74       │ quotation_recieved            │ 2021-01-11 14:06:46 │ 1     │                            │
│ 74       │ deal_won                      │ 2021-01-15 09:04:11 │ 1     │                            │
│ 75       │ leads_registered              │ 2020-12-17 15:10:23 │ 1     │                            │
│ 75       │ leads_qualification           │ 2020-12-23 11:54:10 │ 1     │                            │
│ 75       │ initial_communication_success │ 2020-12-25 09:00:43 │ 1     │                            │
│ 75       │ approach_success              │ 2020-12-28 10:39:30 │ 1     │                            │
│ 75       │ discussion_success            │ 2021-01-01 16:29:15 │ 1     │                            │
│ 75       │ offer_sent                    │ 2021-01-05 17:21:07 │ 1     │                            │
