leads_id,last_stage,no_of_stage,start_ts,stage2_ts,stage3_ts,stage4_ts,stage5_ts,stage6_ts,stage7_ts,stage8_ts,stage2_state,stage3_state,stage4_state,stage5_state,stage6_state,stage7_state,stage8_state,reason,last_ts,stage2_duration,stage3_duration,stage4_duration,stage5_duration,stage6_duration,stage7_duration,stage8_duration,last_state,cycle_duration
1098,108,8,"2021-09-28 15:00:18","2021-10-01 11:13:09","2021-10-04 14:38:34","2021-10-07 12:17:32","2021-10-12 12:45:56","2021-10-13 17:11:28","2021-10-21 12:45:41","2021-10-28 15:44:15",1,1,1,1,1,1,1,"","2021-10-28 15:44:15",2.84,3.14,2.9,5.02,1.18,7.82,7.12,won,30.03
1099,101,1,"2021-09-28 15:26:49",,,,,,,,,,,,,,,"","2021-09-28 15:26:49",,,,,,,,open,0.0
11,103,3,"2020-12-01 09:19:58","2020-12-08 17:15:57","2020-12-09 17:16:52",,,,,,1,0,,,,,,"not answered","2020-12-09 17:16:52",7.33,1.0,,,,,,loss,8.33
110,108,8,"2020-12-30 10:02:19","2021-01-04 17:22:54","2021-01-06 14:13:22","2021-01-08 15:46:11","2021-01-15 12:56:27","2021-01-19 11:20:56","2021-01-26 11:49:21","2021-02-02 10:07:01",1,1,1,1,1,1,1,"","2021-02-02 10:07:01",5.31,1.87,2.06,6.88,3.93,7.02,6.93,won,34.0
1100,108,8,"2021-09-28 16:40:09","2021-10-05 11:18:42","2021-10-06 14:58:11","2021-10-07 16:56:13","2021-10-13 16:14:15","2021-10-15 17:49:48","2021-10-21 16:03:11","2021-10-26 16:38:17",1,1,1,1,1,1,1,"","2021-10-26 16:38:17",6.78,1.15,1.08,5.97,2.07,5.93,5.02,won,28.0
1101,108,8,"2021-09-28 17:12:51","2021-10-01 17:48:21","2021-10-04 12:07:53","2021-10-05 17:20:37","2021-10-11 13:39:48","2021-10-12 10:19:48","2021-10-19 14:23:14","2021-10-26 17:24:42",1,1,1,1,1,1,1,"","2021-10-26 17:24:42",3.02,2.76,1.22,5.85,0.86,7.17,7.13,won,28.01
1102,101,1,"2021-09-29 10:03:09",,,,,,,,,,,,,,,"","2021-09-29 10:03:09",,,,,,,,open,0.0
1103,101,1,"2021-09-29 11:14:32",,,,,,,,,,,,,,,"","2021-09-29 11:14:32",,,,,,,,open,0.0
1104,104,4,"2021-09-29 11:49:35","2021-10-05 09:32:55","2021-10-06 11:47:02","2021-10-07 13:43:32",,,,,1,1,0,,,,,"not answered","2021-10-07 13:43:32",5.91,1.09,1.08,,,,,loss,8.08
1105,101,1,"2021-09-29 12:33:36",,,,,,,,,,,,,,,"","2021-09-29 12:33:36",,,,,,,,open,0.0
1106,103,3,"2021-09-29 13:29:32","2021-10-04 15:14:06","2021-10-05 10:11:12",,,,,,1,0,,,,,,"not answered","2021-10-05 10:11:12",5.07,0.79,,,,,,loss,5.86
1107,107,7,"2021-09-29 15:09:05","2021-10-04 12:20:15","2021-10-05 17:12:04","2021-10-06 14:24:03","2021-10-12 09:12:27","2021-10-13 17:54:09","2021-10-19 09:48:28",,1,1,1,1,1,0,,"price not fit","2021-10-19 09:48:28",4.88,1.2,0.88,5.78,1.36,5.66,,loss,19.78
1108,105,5,"2021-09-29 16:50:06","2021-10-05 16:36:49","2021-10-08 14:45:42","2021-10-11 14:56:42","2021-10-18 17:34:32",,,,1,1,1,0,,,,"not interested","2021-10-18 17:34:32",5.99,2.92,3.01,7.11,,,,loss,19.03
1109,103,3,"2021-09-29 16:59:58","2021-10-04 16:56:50","2021-10-05 14:57:22",,,,,,1,0,,,,,,"not interested","2021-10-05 14:57:22",5.0,0.92,,,,,,loss,5.91
111,108,8,"2020-12-30 10:31:48","2021-01-04 12:15:13","2021-01-05 11:57:24","2021-01-06 12:38:56","2021-01-11 16:55:01","2021-01-13 14:13:19","2021-01-21 16:43:33","2021-01-28 11:39:24",1,1,1,1,1,1,1,"","2021-01-28 11:39:24",5.07,0.99,1.03,5.18,1.89,8.1,6.79,won,29.05
1110,104,4,"2021-09-29 17:00:27","2021-10-04 12:16:52","2021-10-05 17:42:49","2021-10-08 15:38:00",,,,,1,1,0,,,,,"not answered","2021-10-08 15:38:00",4.8,1.23,2.91,,,,,loss,8.94
1111,108,8,"2021-09-30 09:46:18","2021-10-05 13:04:24","2021-10-08 10:53:44","2021-10-11 13:27:46","2021-10-18 10:33:05","2021-10-19 17:28:28","2021-10-25 16:25:32","2021-11-04 10:50:48",1,1,1,1,1,1,1,"","2021-11-04 10:50:48",5.14,2.91,3.11,6.88,1.29,5.96,9.77,won,35.04
1112,108,8,"2021-09-30 10:09:07","2021-10-04 13:31:31","2021-10-07 16:04:58","2021-10-08 09:16:58","2021-10-18 16:48:52","2021-10-19 11:52:08","2021-10-28 09:20:40","2021-11-02 16:57:06",1,1,1,1,1,1,1,"","2021-11-02 16:57:06",4.14,3.11,0.72,10.31,0.79,8.89,5.32,won,33.28
1113,101,1,"2021-09-30 10:40:54",,,,,,,,,,,,,,,"","2021-09-30 10:40:54",,,,,,,,open,0.0
1114,102,2,"2021-09-30 10:54:59","2021-10-05 16:10:18",,,,,,,0,,,,,,,"not selected","2021-10-05 16:10:18",5.22,,,,,,,loss,5.22
1115,108,8,"2021-09-30 13:11:29","2021-10-04 13:51:39","2021-10-06 15:07:12","2021-10-08 16:51:34","2021-10-15 12:58:11","2021-10-19 09:03:51","2021-10-22 14:21:04","2021-10-27 12:19:01",1,1,1,1,1,1,1,"","2021-10-27 12:19:01",4.03,2.05,2.07,6.84,3.84,3.22,4.92,won,26.96
1116,108,8,"2021-09-30 13:50:01","2021-10-06 14:03:48","2021-10-07 16:28:08","2021-10-08 12:40:47","2021-10-15 11:58:26","2021-10-18 16:38:00","2021-10-25 15:59:18","2021-11-01 13:08:36",1,1,1,1,1,1,1,"","2021-11-01 13:08:36",6.01,1.1,0.84,6.97,3.19,6.97,6.88,won,31.97
1117,105,5,"2021-09-30 13:51:03","2021-10-06 17:00:25","2021-10-08 09:22:36","2021-10-11 14:10:41","2021-10-18 12:12:16",,,,1,1,1,0,,,,"not interested","2021-10-18 12:12:16",6.13,1.68,3.2,6.92,,,,loss,17.93
1118,106,6,"2021-09-30 14:22:22","2021-10-04 16:34:01","2021-10-05 10:54:32","2021-10-06 12:23:29","2021-10-14 10:41:53","2021-10-18 15:55:32",,,1,1,1,1,0,,,"price not fit","2021-10-18 15:55:32",4.09,0.76,1.06,7.93,4.22,,,loss,18.06
1119,108,8,"2021-09-30 15:47:35","2021-10-04 10:43:22","2021-10-05 10:46:21","2021-10-07 13:49:11","2021-10-12 09:02:53","2021-10-14 10:45:18","2021-10-19 17:10:12","2021-10-22 09:11:44",1,1,1,1,1,1,1,"","2021-10-22 09:11:44",3.79,1.0,2.13,4.8,2.07,5.27,2.67,won,21.73
112,105,5,"2020-12-30 10:49:02","2021-01-04 16:18:05","2021-01-06 15:05:21","2021-01-07 10:51:56","2021-01-12 09:34:23",,,,1,1,1,0,,,,"not interested","2021-01-12 09:34:23",5.23,1.95,0.82,4.95,,,,loss,12.95
1120,108,8,"2021-09-30 16:19:12","2021-10-05 09:32:15","2021-10-08 11:44:13","2021-10-11 12:12:32","2021-10-19 14:43:33","2021-10-20 17:34:54","2021-10-26 10:04:06","2021-10-29 17:00:53",1,1,1,1,1,1,1,"","2021-10-29 17:00:53",4.72,3.09,3.02,8.1,1.12,5.69,3.29,won,29.03
1121,103,3,"2021-09-30 16:56:01","2021-10-04 09:30:58","2021-10-05 16:17:48",,,,,,1,0,,,,,,"not answered","2021-10-05 16:17:48",3.69,1.28,,,,,,loss,4.97
1122,104,4,"2021-09-30 17:08:31","2021-10-04 11:05:41","2021-10-05 17:20:06","2021-10-06 15:22:38",,,,,1,1,0,,,,,"not interested","2021-10-06 15:22:38",3.75,1.26,0.92,,,,,loss,5.93
1123,104,4,"2021-10-01 09:02:56","2021-10-05 12:43:08","2021-10-06 15:20:55","2021-10-08 14:57:35",,,,,1,1,0,,,,,"not interested","2021-10-08 14:57:35",4.15,1.11,1.98,,,,,loss,7.25
1124,108,8,"2021-10-01 11:29:35","2021-10-07 09:02:44","2021-10-08 17:04:53","2021-10-11 13:08:28","2021-10-18 11:42:53","2021-10-21 17:39:26","2021-10-27 14:50:14","2021-11-02 09:24:00",1,1,1,1,1,1,1,"","2021-11-02 09:24:00",5.9,1.33,2.84,6.94,3.25,5.88,5.77,won,31.91
1125,104,4,"2021-10-01 12:08:49","2021-10-05 16:52:03","2021-10-07 17:26:23","2021-10-08 11:36:14",,,,,1,1,0,,,,,"not interested","2021-10-08 11:36:14",4.2,2.02,0.76,,,,,loss,6.98
1126,104,4,"2021-10-01 12:44:59","2021-10-08 12:53:32","2021-10-11 14:26:24","2021-10-12 17:07:06",,,,,1,1,0,,,,,"not interested","2021-10-12 17:07:06",7.01,3.06,1.11,,,,,loss,11.18
1127,108,8,"2021-10-01 13:59:24","2021-10-08 13:08:56","2021-10-11 17:04:40","2021-10-12 11:47:26","2021-10-15 11:38:15","2021-10-19 14:07:43","2021-10-25 12:17:34","2021-10-29 09:20:34",1,1,1,1,1,1,1,"","2021-10-29 09:20:34",6.96,3.16,0.78,2.99,4.1,5.92,3.88,won,27.81
1128,103,3,"2021-10-01 15:38:49","2021-10-08 16:51:47","2021-10-11 17:12:19",,,,,,1,0,,,,,,"not answered","2021-10-11 17:12:19",7.05,3.01,,,,,,loss,10.06
1129,104,4,"2021-10-01 16:11:58","2021-10-08 16:08:57","2021-10-11 16:35:57","2021-10-13 09:47:11",,,,,1,1,0,,,,,"not answered","2021-10-13 09:47:11",7.0,3.02,1.72,,,,,loss,11.73
113,103,3,"2020-12-30 11:10:08","2021-01-04 14:40:19","2021-01-06 12:57:17",,,,,,1,0,,,,,,"not answered","2021-01-06 12:57:17",5.15,1.93,,,,,,loss,7.07
1130,101,1,"2021-10-01 16:12:53",,,,,,,,,,,,,,,"","2021-10-01 16:12:53",,,,,,,,open,0.0
1131,108,8,"2021-10-01 16:46:49","2021-10-08 13:08:19","2021-10-11 10:40:43","2021-10-12 14:21:55","2021-10-18 10:20:38","2021-10-21 13:44:33","2021-10-29 12:37:57","2021-11-05 13:53:46",1,1,1,1,1,1,1,"","2021-11-05 13:53:46",6.85,2.9,1.15,5.83,3.14,7.95,7.05,won,34.88
1132,108,8,"2021-10-01 17:04:34","2021-10-05 15:02:03","2021-10-08 15:35:04","2021-10-11 12:43:14","2021-10-18 14:34:47","2021-10-20 16:24:33","2021-10-26 15:26:33","2021-11-02 17:48:08",1,1,1,1,1,1,1,"","2021-11-02 17:48:08",3.91,3.02,2.88,7.08,2.08,5.96,7.1,won,32.03
1133,107,7,"2021-10-01 17:14:58","2021-10-05 16:55:28","2021-10-06 10:49:55","2021-10-08 10:20:46","2021-10-15 10:52:35","2021-10-19 17:14:19","2021-10-25 13:29:59",,1,1,1,1,1,0,,"price not fit","2021-10-25 13:29:59",3.99,0.75,1.98,7.02,4.27,5.84,,loss,23.84
1134,103,3,"2021-10-01 17:22:37","2021-10-08 09:12:27","2021-10-11 16:43:13",,,,,,1,0,,,,,,"not answered","2021-10-11 16:43:13",6.66,3.31,,,,,,loss,9.97
1135,102,2,"2021-10-01 17:47:40","2021-10-08 13:44:07",,,,,,,0,,,,,,,"not selected","2021-10-08 13:44:07",6.83,,,,,,,loss,6.83
1136,102,2,"2021-10-01 17:48:28","2021-10-07 10:21:54",,,,,,,0,,,,,,,"not selected","2021-10-07 10:21:54",5.69,,,,,,,loss,5.69
1137,107,7,"2021-10-04 09:13:45","2021-10-11 17:35:03","2021-10-13 11:47:51","2021-10-14 16:51:56","2021-10-20 09:48:37","2021-10-21 10:22:56","2021-10-28 12:55:34",,1,1,1,1,1,0,,"not answered","2021-10-28 12:55:34",7.35,1.76,1.21,5.71,1.02,7.11,,loss,24.15
1138,101,1,"2021-10-04 10:11:38",,,,,,,,,,,,,,,"","2021-10-04 10:11:38",,,,,,,,open,0.0
1139,101,1,"2021-10-04 10:50:28",,,,,,,,,,,,,,,"","2021-10-04 10:50:28",,,,,,,,open,0.0
114,102,2,"2020-12-30 14:55:11","2021-01-06 14:40:11",,,,,,,0,,,,,,,"not selected","2021-01-06 14:40:11",6.99,,,,,,,loss,6.99
1140,104,4,"2021-10-04 10:54:01","2021-10-11 14:09:33","2021-10-12 14:53:31","2021-10-15 11:42:12",,,,,1,1,0,,,,,"not answered","2021-10-15 11:42:12",7.14,1.03,2.87,,,,,loss,11.03
1141,103,3,"2021-10-04 12:47:58","2021-10-11 10:16:16","2021-10-13 16:44:21",,,,,,1,0,,,,,,"not answered","2021-10-13 16:44:21",6.89,2.27,,,,,,loss,9.16
1142,108,8,"2021-10-05 09:44:19","2021-10-11 09:15:06","2021-10-12 13:06:16","2021-10-14 11:53:30","2021-10-20 09:52:29","2021-10-22 10:50:30","2021-10-26 09:32:00","2021-10-29 10:12:17",1,1,1,1,1,1,1,"","2021-10-29 10:12:17",5.98,1.16,1.95,5.92,2.04,3.95,3.03,won,24.02
1143,108,8,"2021-10-05 10:48:23","2021-10-11 09:28:37","2021-10-12 17:42:26","2021-10-15 11:12:18","2021-10-21 09:29:07","2021-10-22 11:15:41","2021-10-28 12:17:09","2021-11-01 14:08:04",1,1,1,1,1,1,1,"","2021-11-01 14:08:04",5.94,1.34,2.73,5.93,1.07,6.04,4.08,won,27.14
1144,106,6,"2021-10-05 16:22:59","2021-10-11 16:29:36","2021-10-12 15:43:08","2021-10-14 11:31:23","2021-10-21 11:44:27","2021-10-22 16:38:10",,,1,1,1,1,0,,,"not interested","2021-10-22 16:38:10",6.0,0.97,1.83,7.01,1.2,,,loss,17.01
1145,105,5,"2021-10-06 09:07:48","2021-10-11 14:18:53","2021-10-12 15:15:34","2021-10-14 13:55:42","2021-10-18 15:29:14",,,,1,1,1,0,,,,"not answered","2021-10-18 15:29:14",5.22,1.04,1.94,4.06,,,,loss,12.26
1146,108,8,"2021-10-06 09:25:03","2021-10-13 17:28:16","2021-10-14 16:13:31","2021-10-15 12:08:22","2021-10-19 16:14:26","2021-10-20 09:10:06","2021-10-25 17:10:24","2021-10-29 16:32:54",1,1,1,1,1,1,1,"","2021-10-29 16:32:54",7.34,0.95,0.83,4.17,0.71,5.33,3.97,won,23.3
1147,103,3,"2021-10-06 09:40:30","2021-10-12 14:06:33","2021-10-15 16:11:24",,,,,,1,0,,,,,,"not answered","2021-10-15 16:11:24",6.18,3.09,,,,,,loss,9.27
1148,103,3,"2021-10-06 10:45:41","2021-10-13 12:37:26","2021-10-14 16:40:54",,,,,,1,0,,,,,,"not answered","2021-10-14 16:40:54",7.08,1.17,,,,,,loss,8.25
1149,108,8,"2021-10-06 10:50:16","2021-10-11 14:40:12","2021-10-13 11:16:03","2021-10-15 16:55:54","2021-10-20 10:10:10","2021-10-22 10:43:25","2021-10-26 10:43:05","2021-11-03 12:47:25",1,1,1,1,1,1,1,"","2021-11-03 12:47:25",5.16,1.86,2.24,4.72,2.02,4.0,8.09,won,28.08
115,102,2,"2020-12-30 15:17:41","2021-01-04 09:29:35",,,,,,,0,,,,,,,"not selected","2021-01-04 09:29:35",4.76,,,,,,,loss,4.76
1150,101,1,"2021-10-06 13:28:12",,,,,,,,,,,,,,,"","2021-10-06 13:28:12",,,,,,,,open,0.0
1151,108,8,"2021-10-06 14:18:29","2021-10-11 10:32:58","2021-10-13 15:43:08","2021-10-14 15:24:04","2021-10-19 16:46:24","2021-10-21 12:17:58","2021-10-26 13:03:22","2021-11-01 17:49:32",1,1,1,1,1,1,1,"","2021-11-01 17:49:32",4.84,2.22,0.99,5.06,1.81,5.03,6.2,won,26.15
1152,108,8,"2021-10-06 14:43:19","2021-10-11 17:49:28","2021-10-12 09:11:53","2021-10-13 09:13:19","2021-10-18 10:23:43","2021-10-20 17:36:29","2021-10-28 11:39:16","2021-11-03 09:43:09",1,1,1,1,1,1,1,"","2021-11-03 09:43:09",5.13,0.64,1.0,5.05,2.3,7.75,5.92,won,27.79
1153,106,6,"2021-10-06 16:12:21","2021-10-12 11:43:48","2021-10-14 11:25:29","2021-10-15 14:51:37","2021-10-20 16:24:58","2021-10-22 16:34:58",,,1,1,1,1,0,,,"not answered","2021-10-22 16:34:58",5.81,1.99,1.14,5.06,2.01,,,loss,16.02
1154,105,5,"2021-10-06 16:36:48","2021-10-11 16:07:30","2021-10-12 13:15:56","2021-10-13 10:22:45","2021-10-15 16:38:49",,,,1,1,1,0,,,,"not interested","2021-10-15 16:38:49",4.98,0.88,0.88,2.26,,,,loss,9.0
1155,108,8,"2021-10-06 17:06:49","2021-10-11 13:56:46","2021-10-12 10:58:52","2021-10-13 12:18:27","2021-10-18 10:34:25","2021-10-22 13:07:10","2021-10-28 09:43:03","2021-11-01 15:51:10",1,1,1,1,1,1,1,"","2021-11-01 15:51:10",4.87,0.88,1.06,4.93,4.11,5.86,4.26,won,25.95
1156,101,1,"2021-10-07 09:13:11",,,,,,,,,,,,,,,"","2021-10-07 09:13:11",,,,,,,,open,0.0
1157,108,8,"2021-10-07 11:23:06","2021-10-11 15:07:35","2021-10-12 09:38:11","2021-10-14 12:30:32","2021-10-21 17:24:36","2021-10-25 15:35:18","2021-11-01 11:54:03","2021-11-08 13:38:18",1,1,1,1,1,1,1,"","2021-11-08 13:38:18",4.16,0.77,2.12,7.2,3.92,6.85,7.07,won,32.09
1158,105,5,"2021-10-07 11:37:05","2021-10-11 12:49:28","2021-10-13 10:08:51","2021-10-15 11:16:19","2021-10-19 09:53:26",,,,1,1,1,0,,,,"not answered","2021-10-19 09:53:26",4.05,1.89,2.05,3.94,,,,loss,11.93
1159,101,1,"2021-10-07 14:25:12",,,,,,,,,,,,,,,"","2021-10-07 14:25:12",,,,,,,,open,0.0
116,102,2,"2020-12-30 15:31:20","2021-01-04 11:30:07",,,,,,,0,,,,,,,"not selected","2021-01-04 11:30:07",4.83,,,,,,,loss,4.83
1160,108,8,"2021-10-07 17:14:16","2021-10-11 13:06:55","2021-10-12 09:20:12","2021-10-14 16:57:21","2021-10-22 13:03:40","2021-10-25 17:40:44","2021-11-01 10:19:37","2021-11-10 17:49:33",1,1,1,1,1,1,1,"","2021-11-10 17:49:33",3.83,0.84,2.32,7.84,3.19,6.69,9.31,won,34.02
1161,108,8,"2021-10-08 10:22:40","2021-10-11 17:36:06","2021-10-13 14:14:33","2021-10-14 11:46:23","2021-10-20 15:38:07","2021-10-21 16:02:57","2021-10-27 14:10:01","2021-11-03 17:38:36",1,1,1,1,1,1,1,"","2021-11-03 17:38:36",3.3,1.86,0.9,6.16,1.02,5.92,7.14,won,26.3
1162,108,8,"2021-10-08 10:27:26","2021-10-15 14:48:07","2021-10-18 16:21:48","2021-10-20 13:08:13","2021-10-25 13:49:47","2021-10-26 17:29:10","2021-11-02 09:54:51","2021-11-05 13:19:53",1,1,1,1,1,1,1,"","2021-11-05 13:19:53",7.18,3.07,1.87,5.03,1.15,6.68,3.14,won,28.12
1163,106,6,"2021-10-08 10:38:29","2021-10-12 12:56:15","2021-10-13 14:18:19","2021-10-15 11:51:53","2021-10-18 09:08:41","2021-10-19 12:44:10",,,1,1,1,1,0,,,"not answered","2021-10-19 12:44:10",4.1,1.06,1.9,2.89,1.15,,,loss,11.09
1164,101,1,"2021-10-08 12:41:19",,,,,,,,,,,,,,,"","2021-10-08 12:41:19",,,,,,,,open,0.0
1165,108,8,"2021-10-08 12:41:39","2021-10-11 16:30:12","2021-10-12 09:34:06","2021-10-15 15:10:20","2021-10-19 17:43:47","2021-10-22 16:57:17","2021-10-29 10:11:25","2021-11-02 15:06:53",1,1,1,1,1,1,1,"","2021-11-02 15:06:53",3.16,0.71,3.23,4.11,2.97,6.72,4.21,won,25.1
1166,103,3,"2021-10-08 17:20:33","2021-10-12 15:41:21","2021-10-13 16:45:55",,,,,,1,0,,,,,,"not answered","2021-10-13 16:45:55",3.93,1.04,,,,,,loss,4.98
1167,108,8,"2021-10-11 12:35:07","2021-10-15 10:41:54","2021-10-18 16:29:10","2021-10-19 12:05:47","2021-10-25 16:23:07","2021-10-27 11:32:10","2021-11-04 15:19:25","2021-11-08 16:28:20",1,1,1,1,1,1,1,"","2021-11-08 16:28:20",3.92,3.24,0.82,6.18,1.8,8.16,4.05,won,28.16
1168,105,5,"2021-10-11 13:20:40","2021-10-15 09:34:50","2021-10-18 12:07:41","2021-10-19 09:51:14","2021-10-25 10:43:36",,,,1,1,1,0,,,,"not answered","2021-10-25 10:43:36",3.84,3.11,0.91,6.04,,,,loss,13.89
1169,101,1,"2021-10-12 16:20:53",,,,,,,,,,,,,,,"","2021-10-12 16:20:53",,,,,,,,open,0.0
117,103,3,"2020-12-31 10:42:29","2021-01-04 12:56:41","2021-01-05 16:10:44",,,,,,1,0,,,,,,"not interested","2021-01-05 16:10:44",4.09,1.13,,,,,,loss,5.23
1170,103,3,"2021-10-13 15:21:01","2021-10-20 17:33:29","2021-10-22 10:04:08",,,,,,1,0,,,,,,"not answered","2021-10-22 10:04:08",7.09,1.69,,,,,,loss,8.78
1171,103,3,"2021-10-13 17:35:02","2021-10-18 09:36:49","2021-10-20 17:45:47",,,,,,1,0,,,,,,"not answered","2021-10-20 17:45:47",4.67,2.34,,,,,,loss,7.01
1172,105,5,"2021-10-14 09:26:33","2021-10-20 09:35:36","2021-10-22 10:00:13","2021-10-25 12:23:46","2021-11-01 09:51:59",,,,1,1,1,0,,,,"not answered","2021-11-01 09:51:59",6.01,2.02,3.1,6.89,,,,loss,18.02
1173,105,5,"2021-10-14 09:43:22","2021-10-18 09:01:33","2021-10-21 17:26:06","2021-10-22 12:02:12","2021-10-26 10:31:20",,,,1,1,1,0,,,,"not interested","2021-10-26 10:31:20",3.97,3.35,0.78,3.94,,,,loss,12.03
1174,105,5,"2021-10-14 10:15:31","2021-10-19 17:23:03","2021-10-22 14:20:26","2021-10-25 11:01:30","2021-10-29 16:26:16",,,,1,1,1,0,,,,"not answered","2021-10-29 16:26:16",5.3,2.87,2.86,4.23,,,,loss,15.26
1175,101,1,"2021-10-14 11:30:17",,,,,,,,,,,,,,,"","2021-10-14 11:30:17",,,,,,,,open,0.0
1176,108,8,"2021-10-14 17:49:00","2021-10-18 16:58:45","2021-10-19 14:11:55","2021-10-21 13:25:15","2021-10-28 16:59:19","2021-10-29 15:52:51","2021-11-04 15:55:09","2021-11-12 16:36:18",1,1,1,1,1,1,1,"","2021-11-12 16:36:18",3.97,0.88,1.97,7.15,0.95,6.0,8.03,won,28.95
1177,108,8,"2021-10-15 09:42:13","2021-10-20 11:58:06","2021-10-22 09:43:34","2021-10-25 11:27:48","2021-11-01 14:23:26","2021-11-04 10:10:25","2021-11-08 09:19:38","2021-11-11 15:38:04",1,1,1,1,1,1,1,"","2021-11-11 15:38:04",5.09,1.91,3.07,7.12,2.82,3.96,3.26,won,27.25
1178,106,6,"2021-10-18 10:03:22","2021-10-25 17:15:42","2021-10-27 16:25:11","2021-10-28 13:18:16","2021-11-02 13:26:58","2021-11-04 12:39:56",,,1,1,1,1,0,,,"not answered","2021-11-04 12:39:56",7.3,1.96,0.87,5.01,1.97,,,loss,17.11
1179,106,6,"2021-10-19 13:38:01","2021-10-26 10:25:22","2021-10-29 16:06:38","2021-11-01 12:55:49","2021-11-08 16:05:19","2021-11-10 10:30:33",,,1,1,1,1,0,,,"not interested","2021-11-10 10:30:33",6.87,3.24,2.87,7.13,1.77,,,loss,21.87
118,103,3,"2020-12-31 11:02:10","2021-01-04 09:37:06","2021-01-07 10:01:20",,,,,,1,0,,,,,,"not answered","2021-01-07 10:01:20",3.94,3.02,,,,,,loss,6.96
1180,101,1,"2021-10-19 15:03:32",,,,,,,,,,,,,,,"","2021-10-19 15:03:32",,,,,,,,open,0.0
1181,107,7,"2021-10-20 12:46:32","2021-10-26 13:02:34","2021-10-29 10:56:58","2021-11-01 15:29:12","2021-11-08 11:20:15","2021-11-11 15:42:36","2021-11-17 09:34:10",,1,1,1,1,1,0,,"not answered","2021-11-17 09:34:10",6.01,2.91,3.19,6.83,3.18,5.74,,loss,27.87
1182,108,8,"2021-10-20 13:38:25","2021-10-26 09:10:48","2021-10-27 16:49:56","2021-10-28 11:56:39","2021-11-01 16:51:14","2021-11-03 09:30:44","2021-11-10 09:22:45","2021-11-15 13:45:04",1,1,1,1,1,1,1,"","2021-11-15 13:45:04",5.81,1.32,0.8,4.2,1.69,6.99,5.18,won,26.0
1183,105,5,"2021-10-21 12:46:01","2021-10-26 12:46:56","2021-10-28 11:11:01","2021-10-29 13:05:21","2021-11-04 16:18:58",,,,1,1,1,0,,,,"price not fit","2021-11-04 16:18:58",5.0,1.93,1.08,6.13,,,,loss,14.15
1184,107,7,"2021-10-21 13:30:48","2021-10-27 13:35:30","2021-10-29 16:29:03","2021-11-01 15:42:26","2021-11-09 14:12:32","2021-11-11 16:22:02","2021-11-22 17:10:11",,1,1,1,1,1,0,,"price not fit","2021-11-22 17:10:11",6.0,2.12,2.97,7.94,2.09,11.03,,loss,32.15
1185,108,8,"2021-10-21 14:54:22","2021-10-25 15:13:43","2021-10-26 17:41:34","2021-10-28 16:20:46","2021-11-05 17:13:27","2021-11-09 09:34:52","2021-11-16 17:42:24","2021-11-24 10:27:09",1,1,1,1,1,1,1,"","2021-11-24 10:27:09",4.01,1.1,1.94,8.04,3.68,7.34,7.7,won,33.81
1186,106,6,"2021-10-21 16:22:51","2021-10-25 11:26:57","2021-10-26 12:10:23","2021-10-27 11:34:10","2021-11-01 17:37:03","2021-11-03 12:10:15",,,1,1,1,1,0,,,"not interested","2021-11-03 12:10:15",3.79,1.03,0.97,5.25,1.77,,,loss,12.82
1187,102,2,"2021-10-22 10:12:11","2021-10-29 09:34:58",,,,,,,0,,,,,,,"not selected","2021-10-29 09:34:58",6.97,,,,,,,loss,6.97
1188,108,8,"2021-10-22 11:09:13","2021-10-25 14:24:29","2021-10-26 16:07:54","2021-10-27 16:23:31","2021-11-01 10:30:24","2021-11-05 14:14:16","2021-11-12 12:25:06","2021-11-17 11:49:50",1,1,1,1,1,1,1,"","2021-11-17 11:49:50",3.14,1.07,1.01,4.75,4.16,6.92,4.98,won,26.03
1189,108,8,"2021-10-22 15:08:23","2021-10-27 10:28:27","2021-10-29 09:15:44","2021-11-01 15:24:33","2021-11-08 11:20:08","2021-11-12 13:11:05","2021-11-22 09:26:37","2021-11-30 13:51:26",1,1,1,1,1,1,1,"","2021-11-30 13:51:26",4.81,1.95,3.26,6.83,4.08,9.84,8.18,won,38.95
119,102,2,"2020-12-31 15:51:38","2021-01-06 16:36:40",,,,,,,0,,,,,,,"not selected","2021-01-06 16:36:40",6.03,,,,,,,loss,6.03
1190,108,8,"2021-10-25 10:34:50","2021-10-29 15:10:45","2021-11-01 10:19:09","2021-11-02 11:11:39","2021-11-09 11:38:14","2021-11-12 16:00:11","2021-11-18 17:52:05","2021-11-26 14:44:30",1,1,1,1,1,1,1,"","2021-11-26 14:44:30",4.19,2.8,1.04,7.02,3.18,6.08,7.87,won,32.17
1191,108,8,"2021-10-25 10:58:24","2021-10-29 11:35:03","2021-11-01 10:58:06","2021-11-02 13:09:58","2021-11-11 17:02:59","2021-11-15 13:06:33","2021-11-19 13:24:12","2021-11-25 11:02:50",1,1,1,1,1,1,1,"","2021-11-25 11:02:50",4.03,2.97,1.09,9.16,3.84,4.01,5.9,won,31.0
1192,103,3,"2021-10-25 11:30:39","2021-11-01 17:36:01","2021-11-02 12:49:59",,,,,,1,0,,,,,,"not answered","2021-11-02 12:49:59",7.25,0.8,,,,,,loss,8.06
1193,104,4,"2021-10-25 15:08:30","2021-10-29 12:10:11","2021-11-01 17:01:52","2021-11-04 13:47:40",,,,,1,1,0,,,,,"not answered","2021-11-04 13:47:40",3.88,3.2,2.87,,,,,loss,9.94
